
xB     Q2     -t     phi    sig              stat-err        sys-err
0.245  1.848  0.447  262.9  -0.00327354      0.00356048      0.00241539
0.245  1.848  0.448  278    -0.00744611      0.00363216      0.00177513
0.244  1.847  0.448  293.2  -0.0261016       0.00490597      0.00201817
0.244  1.846  0.449  308.3  -0.0158931       0.00802022      0.0087119
0.244  1.845  0.45   323.5  -0.0335381       0.00845041      0.00602071
0.244  1.844  0.608  36.4   0.0155923        0.00482857      0.00205516
0.245  1.845  0.607  51.6   0.0242408        0.00388655      0.00373008
0.245  1.846  0.606  66.8   0.00695599       0.00235316      0.000795131
0.245  1.848  0.605  81.9   0.00587822       0.00461117      0.00135358
0.245  1.848  0.605  97     0.00692654       0.00373986      0.00164099
0.245  1.849  0.605  112.1  0.0182698        0.00566293      0.0010653
0.245  1.85   0.604  172.5  0.0257779        0.0220519       0.00150309
0.245  1.848  0.605  263    -0.00402498      0.00307824      0.00151647
0.245  1.848  0.605  278.1  -0.0138434       0.00358549      0.00125671
0.245  1.846  0.606  293.2  -0.00643449      0.00294516      0.00158689
0.245  1.845  0.607  308.4  -0.00284981      0.00466035      0.00183917
0.244  1.844  0.608  323.6  -0.018934        0.00597615      0.00556723
0.245  1.828  0.9    23.4   0.00831761       0.0109687       0.00627901
0.245  1.842  0.87   36.3   0.00471204       0.00223485      0.000654979
0.245  1.844  0.87   51.6   0.0013585        0.0015745       0.000495637
0.245  1.846  0.869  66.7   0.00262609       0.00155163      0.000357662
0.245  1.847  0.868  81.9   -0.000747736     0.00121472      0.00104652
0.245  1.848  0.867  97     -0.00129519      0.00217809      0.00202338
0.245  1.85   0.866  157.3  0.0105284        0.00776713      0.00167027
0.245  1.851  0.866  172.5  -0.000535307     0.00134292      0.00317024
0.245  1.851  0.866  187.5  -0.0108382       0.0350803       0.00492715
0.245  1.85   0.866  202.7  0.0125862        0.010688        0.000733893
0.245  1.848  0.867  263    -0.0061271       0.00381055      0.000510428
0.245  1.847  0.868  278.1  -0.00130175      0.00290939      0.00102337
0.245  1.846  0.869  293.3  0.0010723        0.00131145      0.000769203
0.245  1.844  0.87   308.4  0.00362154       0.00298135      0.00125072
0.245  1.842  0.87   323.7  -0.00504753      0.00318735      0.001273
0.245  1.828  0.9    336.6  -0.00440323      0.00561741      0.000847325
0.245  1.828  1.407  7.6    0.00268149       0.00181016      0.000887113
0.245  1.836  1.372  21.4   -0.000979158     0.0014983       0.00159354
0.245  1.84   1.386  36.4   -0.000330849     0.00101075      0.00136051
0.245  1.844  1.389  51.6   0.00177602       0.000727974     0.000547009
0.245  1.845  1.388  66.7   0.000482578      0.000426975     0.000106987
0.244  1.853  1.387  142.4  -0.00182658      0.00531089      0.000639151
0.245  1.854  1.386  157.6  -0.000762794     0.00380631      0.000241602
0.242  1.849  1.384  172.1  -0.000872058     0.000518687     0.000588362
0.242  1.849  1.384  187.9  -0.00260317      0.001145        0.000283313
0.244  1.853  1.387  217.6  -0.00209243      0.00262156      0.000745563
0.245  1.85   1.385  232.8  -0.00358454      0.00466511      0.000209013
0.245  1.847  1.387  278.2  0.00627423       0.00550686      0.000413968
0.245  1.845  1.388  293.3  0.000665888      0.000713237     0.000329689
0.245  1.844  1.389  308.4  -0.000306833     0.00095292      0.000743573
0.245  1.84   1.386  323.6  0.000564257      0.00101768      0.000192711
0.245  1.836  1.372  338.6  -0.000491199     0.00109589      0.000511312
0.245  1.828  1.407  352.4  0.00148448       0.00136598      0.00314403
0.245  2.159  0.109  7.5    -0.0979284       0.058585        0.0298209
0.244  2.166  0.11   22.5   0.106024         0.0447357       0.0129077
0.244  2.173  0.11   37.3   0.187308         0.0358023       0.0223504
0.244  2.174  0.11   52.2   0.12787          0.034752        0.0248842
0.244  2.174  0.109  67.2   0.099893         0.0394521       0.0213478
0.244  2.175  0.109  82.2   0.131697         0.0283154       0.0242133
0.245  2.176  0.109  97.2   0.0536005        0.0186975       0.00655471
0.245  2.177  0.109  112.3  0.0108385        0.0166424       0.00500018
0.245  2.178  0.109  127.3  0.0292356        0.0175332       0.00613293
0.245  2.179  0.109  157.4  0.0372055        0.0165244       0.00574339
0.245  2.179  0.109  172.5  0.0117057        0.0166799       0.0131899
0.245  2.179  0.109  202.6  -0.0149482       0.0120102       0.0445329
0.245  2.178  0.109  217.6  -0.0201385       0.0132551       0.00393812
0.245  2.178  0.109  232.7  -0.0373826       0.013204        0.00375735
0.245  2.177  0.109  247.7  -0.0737265       0.0193559       0.00620571
0.245  2.176  0.109  262.8  -0.0542975       0.024182        0.013882
0.244  2.175  0.109  277.8  -0.117891        0.0264934       0.0178847
0.244  2.174  0.109  292.8  -0.110631        0.038395        0.01887
0.244  2.174  0.11   307.8  -0.142828        0.0358275       0.02371
0.244  2.173  0.11   322.7  -0.124073        0.0314362       0.0110825
0.244  2.166  0.11   337.5  -0.169685        0.0466878       0.01628
0.245  2.159  0.109  352.5  0.0667498        0.0574878       0.0130869
0.246  2.113  0.153  7.6    0.0923263        0.0751821       0.0138109
0.245  2.133  0.153  22.7   0.0905319        0.0470379       0.0319042
0.245  2.167  0.154  37.4   0.0338523        0.0295879       0.00660494
0.244  2.176  0.154  52.1   0.102284         0.0218237       0.0114531
0.245  2.176  0.154  67.1   0.17885          0.0266423       0.0264204
0.245  2.176  0.153  82.1   0.0720375        0.0267542       0.00809118
0.245  2.177  0.153  97.2   0.058264         0.0159469       0.00654173
0.245  2.177  0.153  112.2  0.0202814        0.01201         0.00712833
0.245  2.178  0.153  127.3  0.0461417        0.0116948       0.00850331
0.245  2.179  0.153  142.3  0.0196444        0.0095742       0.00652204
0.245  2.179  0.153  157.4  0.0195705        0.00852262      0.0014216
0.245  2.179  0.153  172.5  0.00853549       0.00766172      0.00497956
0.245  2.179  0.153  187.5  -0.0173831       0.0115788       0.00575175
0.245  2.179  0.153  202.6  -0.0143583       0.00842756      0.00448945
0.245  2.179  0.153  217.7  -0.0155928       0.00831537      0.00418354
0.245  2.178  0.153  232.7  -0.0662232       0.0132569       0.00478621
0.245  2.177  0.153  247.8  -0.0723895       0.0197182       0.0127655
0.245  2.177  0.153  262.8  -0.0662715       0.015863        0.00728135
0.245  2.176  0.153  277.9  -0.0384332       0.0163455       0.00806243
0.245  2.176  0.154  292.9  -0.0841425       0.0201257       0.00952243
0.244  2.176  0.154  307.9  -0.0454563       0.0233425       0.00556411
0.245  2.167  0.154  322.6  -0.123412        0.0336978       0.0111374
0.245  2.133  0.153  337.3  -0.070057        0.0376803       0.0150941
0.246  2.113  0.153  352.4  0.205684         0.074101        0.0504763
0.245  2.177  0.204  52     0.121572         0.0185458       0.00828022
0.245  2.176  0.204  67     0.112676         0.0163547       0.00995165
0.245  2.176  0.203  82.1   0.0526606        0.0134896       0.00416244
0.245  2.177  0.203  97.2   0.040203         0.0123832       0.00734474
0.245  2.177  0.203  112.2  0.0543881        0.0125007       0.00532536
0.245  2.178  0.203  127.3  0.00716399       0.0105114       0.00301951
0.245  2.178  0.203  142.3  0.013019         0.0131217       0.00558433
0.245  2.179  0.203  157.4  0.0243689        0.00685708      0.00184458
0.245  2.179  0.203  172.5  -0.00173907      0.0079787       0.00253526
0.245  2.179  0.203  187.5  0.0137631        0.0105559       0.00262414
0.245  2.178  0.203  217.7  -0.021998        0.00948664      0.00271422
0.245  2.178  0.203  232.7  -0.0500812       0.0108078       0.00463001
0.245  2.177  0.203  247.8  -0.0283289       0.0121397       0.00474453
0.245  2.177  0.203  262.8  -0.0386707       0.0109056       0.00481812
0.245  2.176  0.203  277.9  -0.0791814       0.0150647       0.00723295
0.245  2.176  0.204  293    -0.0227279       0.017269        0.0127879
0.245  2.177  0.204  308    -0.107513        0.0224244       0.0159706
0.245  2.137  0.263  37.8   0.070484         0.0234622       0.0105137
0.245  2.176  0.263  51.9   0.0908508        0.0131507       0.00919173
0.245  2.175  0.262  67     0.0801999        0.0131058       0.00819081
0.245  2.175  0.262  82.1   0.0454752        0.0121468       0.00695142
0.245  2.176  0.262  97.1   0.048872         0.00921432      0.00330963
0.245  2.177  0.262  112.2  0.0165651        0.00687857      0.00227187
0.245  2.178  0.262  127.3  0.0153889        0.00626801      0.00378335
0.245  2.178  0.262  142.3  0.00167809       0.00885925      0.00580204
0.245  2.179  0.262  157.4  0.00107257       0.00433365      0.000380555
0.245  2.179  0.262  172.5  0.0106773        0.00634943      0.00252573
0.245  2.179  0.262  187.5  -0.0159855       0.00778719      0.00275778
0.245  2.179  0.262  202.6  -0.00484533      0.00511147      0.00182201
0.245  2.178  0.262  217.7  -0.00736796      0.00597919      0.00381298
0.245  2.178  0.262  232.7  0.00984331       0.0081873       0.00440094
0.245  2.177  0.262  247.8  -0.00881239      0.00925713      0.00866581
0.245  2.176  0.262  262.9  -0.0239812       0.00751942      0.00178572
0.245  2.175  0.262  277.9  -0.0184119       0.00753421      0.0043367
0.245  2.175  0.262  293    -0.0762743       0.012063        0.00735454
0.245  2.176  0.263  308.1  -0.0784825       0.0157717       0.00991408
0.245  2.137  0.263  322.2  -0.164172        0.0256532       0.0904348
0.246  2.135  0.342  38.1   0.0629375        0.0234923       0.00561489
0.245  2.174  0.341  51.8   0.0549858        0.00835626      0.00374272
0.245  2.174  0.341  66.9   0.031058         0.00796465      0.0037488
0.245  2.175  0.341  82     0.0221654        0.00727728      0.00302722
0.245  2.176  0.341  97.1   0.0432571        0.00738922      0.00302235
0.245  2.176  0.34   112.2  0.00712266       0.00516465      0.00158021
0.245  2.177  0.34   127.3  0.0242806        0.00643682      0.00208419
0.245  2.178  0.34   142.3  0.00578062       0.00504162      0.00265431
0.245  2.178  0.34   157.4  0.00561208       0.00397771      0.00170342
0.245  2.179  0.34   172.5  -0.000942471     0.00422528      0.00143271
0.245  2.179  0.34   187.5  0.000953184      0.00347603      0.00286875
0.245  2.178  0.34   202.6  -0.00167643      0.00440152      0.00227179
0.245  2.178  0.34   217.7  -0.0148717       0.00376694      0.00137354
0.245  2.177  0.34   232.7  -0.01707         0.00463812      0.00291296
0.245  2.176  0.34   247.8  -0.0064937       0.00670787      0.00501328
0.245  2.176  0.341  262.9  -0.0175317       0.00711565      0.00147878
0.245  2.175  0.341  278    -0.0181926       0.00611863      0.00411601
0.245  2.174  0.341  293.1  -0.0396595       0.00897903      0.00315873
0.245  2.174  0.341  308.2  -0.0375832       0.0103774       0.00395857
0.246  2.135  0.342  321.9  -0.0885833       0.0257865       0.842235
0.245  2.141  0.45   37.9   0.0710583        0.014348        0.00434111
0.245  2.171  0.448  51.7   0.0328393        0.00535281      0.00229854
0.245  2.172  0.448  66.9   0.0231745        0.00457042      0.00238983
0.245  2.174  0.447  82     0.0152505        0.00525344      0.00251386
0.245  2.175  0.447  97.1   0.00595836       0.00416201      0.00280113
0.245  2.176  0.447  112.2  0.0169887        0.00451897      0.00192915
0.245  2.177  0.447  127.3  -0.00141953      0.00210293      0.000762228
0.245  2.178  0.447  142.3  -0.00219725      0.00296996      0.000935119
0.245  2.178  0.447  157.4  0.00425648       0.00472481      0.000719117
0.245  2.178  0.447  172.5  -0.00414145      0.00383602      0.00242453
0.245  2.178  0.447  187.5  -0.00631635      0.00599598      0.00252003
0.245  2.178  0.447  202.6  -0.00351183      0.00318374      0.00211599
0.245  2.178  0.447  217.7  -0.00506471      0.00291189      0.000376207
0.245  2.177  0.447  232.7  -0.00412131      0.00330765      0.00205831
0.245  2.176  0.447  247.8  -0.0156859       0.00545308      0.0036267
0.245  2.175  0.447  262.9  -0.0124219       0.00452302      0.00145439
0.245  2.174  0.447  278    -0.0188132       0.00342533      0.00133148
0.245  2.172  0.448  293.1  -0.0147246       0.00417573      0.0035213
0.245  2.171  0.448  308.3  -0.0282403       0.00632887      0.00634777
0.245  2.141  0.45   322.1  -0.0910052       0.0178712       386
0.245  2.155  0.61   37     0.0132633        0.00661476      0.00158812
0.245  2.168  0.605  51.7   0.0186071        0.00336018      0.0012564
0.245  2.17   0.605  66.9   0.0072143        0.00287552      0.0012145
0.245  2.172  0.605  82     0.00563749       0.00207483      0.000947518
0.245  2.174  0.605  97.1   0.00258719       0.00205091      0.000695581
0.245  2.175  0.604  112.2  0.00617967       0.00169235      0.000459258
0.245  2.177  0.604  127.2  0.00166771       0.0025356       0.00118031
0.245  2.177  0.604  142.3  -0.000805295     0.0013919       0.000742003
0.245  2.178  0.604  157.4  -0.00114005      0.00243472      0.00174085
0.245  2.178  0.604  187.5  -0.00414229      0.0108016       0.00287803
0.245  2.178  0.604  202.6  -0.00288805      0.00461727      0.00051534
0.245  2.177  0.604  217.7  0.0044636        0.00335748      0.00134522
0.245  2.177  0.604  232.8  -0.00154295      0.00218891      0.000456754
0.245  2.175  0.604  247.8  -0.00317761      0.00206279      0.00124631
0.245  2.174  0.605  262.9  -0.00466872      0.00272075      0.000830788
0.245  2.172  0.605  278    -0.00523425      0.00279173      0.0010418
0.245  2.17   0.605  293.1  -0.00357049      0.0031452       0.00165256
0.245  2.168  0.605  308.3  -0.0133594       0.00386911      0.00250191
0.245  2.155  0.61   323    -0.000564583     0.00538045      0.00158338
0.245  2.149  0.919  24     0.0139061        0.00986004      0.00183638
0.245  2.159  0.864  36.5   0.00476413       0.00201584      0.000536519
0.245  2.164  0.866  51.7   0.0023673        0.00151377      0.000389384
0.245  2.168  0.867  66.9   0.00419968       0.0015738       0.000717527
0.245  2.171  0.867  82     0.000527608      0.00192136      0.000660452
0.245  2.173  0.867  97.1   0.002277         0.00114369      0.000212147
0.245  2.175  0.866  112.1  -0.000264809     0.000889476     0.000316278
0.245  2.176  0.866  127.2  0.00263669       0.0021621       0.000153744
0.245  2.177  0.866  142.3  -0.00270933      0.00247345      0.000950614
0.245  2.178  0.866  157.4  0.00302666       0.00275205      0.000176483
0.245  2.176  0.866  232.8  0.003454         0.00315268      0.00109293
0.245  2.173  0.867  262.9  -0.000237652     0.00132793      0.000511256
0.245  2.171  0.867  278    -0.000726531     0.00106909      0.000380177
0.245  2.168  0.867  293.1  -0.00248925      0.0013237       0.000664815
0.245  2.164  0.866  308.3  -0.00635258      0.00184856      0.000782409
0.245  2.159  0.864  323.5  -0.00709667      0.0023975       0.00263205
0.245  2.149  0.919  336    -0.000786345     0.00734106      0.663952
0.245  2.142  1.369  7.4    -0.000567341     0.00124903      0.000524258
0.246  2.146  1.366  21.8   0.00216652       0.00102793      0.000565664
0.245  2.154  1.379  36.7   0.00216879       0.000573822     0.000138255
0.245  2.161  1.384  51.8   0.000297573      0.000514369     0.000288899
0.245  2.166  1.386  66.9   0.000983242      0.000594605     0.000159178
0.245  2.17   1.386  81.9   0.00105801       0.000731673     0.00118876
0.244  2.177  1.385  112.2  0.000814758      0.000745906     0.0000475082
0.245  2.173  1.386  263    0.00254687       0.00166448      0.000182577
0.245  2.17   1.386  278.1  -0.00057019      0.000709121     0.000194111
0.245  2.161  1.384  308.2  -0.00080141      0.00072994      0.000999944
0.245  2.154  1.379  323.3  0.00035779       0.00077216      0.000111049
0.246  2.146  1.366  338.2  0.000602457      0.000774317     0.000287619
0.245  2.142  1.369  352.6  0.00152709       0.000929398     0.00488292
0.273  1.99   0.111  7.5    -0.00502785      0.0276127       0.0342531
0.273  1.99   0.111  22.4   0.0273159        0.0229736       0.0163509
0.273  1.991  0.111  37.3   0.0289898        0.0181599       0.0126741
0.273  1.992  0.111  52.3   0.0366211        0.0222236       0.00782915
0.274  1.993  0.11   67.3   0.050723         0.0261868       0.00414171
0.274  1.994  0.11   82.3   0.0398877        0.0158334       0.0317466
0.274  1.995  0.11   97.3   0.0397311        0.0124264       0.00388558
0.274  1.996  0.109  112.3  0.00578177       0.00847219      0.008192
0.274  1.998  0.109  127.3  0.0330399        0.0134168       0.0592575
0.274  1.996  0.109  247.7  -0.0146855       0.00709051      0.00367584
0.274  1.995  0.11   262.7  -0.0375          0.00886644      0.00729276
0.274  1.994  0.11   277.7  -0.0408996       0.0178552       0.00754388
0.274  1.993  0.11   292.7  -0.132365        0.0289077       0.0132038
0.273  1.992  0.111  307.7  -0.0172409       0.0182883       0.00964263
0.273  1.991  0.111  322.7  -0.073925        0.020458        0.00689636
0.273  1.99   0.111  337.6  -0.111463        0.0246028       0.0127235
0.273  1.99   0.111  352.5  -0.0285541       0.0204826       0.0130474
0.274  1.994  0.155  7.4    0.0173932        0.0172085       0.0151738
0.274  1.994  0.155  22.3   0.0387501        0.0174027       0.00320597
0.274  1.995  0.155  37.2   0.0260027        0.0178491       0.00506304
0.274  1.996  0.154  52.2   0.0830755        0.0145764       0.00725361
0.274  1.996  0.154  67.2   0.0746496        0.0159061       0.00619714
0.274  1.997  0.154  82.2   0.0191134        0.0131105       0.00600757
0.274  1.998  0.153  97.2   0.00476995       0.00666081      0.00480121
0.274  1.999  0.153  112.2  0.00525533       0.0085097       0.00633568
0.274  2      0.153  127.3  -0.00415044      0.00901952      0.00456281
0.274  2      0.153  142.3  0.00752734       0.0116275       0.00500105
0.274  2.001  0.153  157.4  0.0747572        0.0274082       0.0121592
0.275  2.001  0.153  172.5  0.0203707        0.0295779       0.00139546
0.275  2.001  0.153  187.5  0.0147157        0.0257849       0.00695334
0.274  2.001  0.153  202.6  0.0338297        0.019406        0.00283269
0.274  2      0.153  217.7  -0.00624611      0.0122564       0.0023345
0.274  1.999  0.153  247.8  0.0018619        0.00759147      0.00219298
0.274  1.998  0.153  262.8  -0.0213013       0.00951857      0.00303512
0.274  1.997  0.154  277.8  -0.0284475       0.0115726       0.00432635
0.274  1.996  0.154  292.8  -0.0791383       0.0184036       0.014148
0.274  1.996  0.154  307.8  -0.0406          0.0188592       0.0168718
0.274  1.995  0.155  322.8  -0.0594694       0.0147964       0.00762649
0.274  1.994  0.155  337.7  -0.0579703       0.0171058       0.00611418
0.274  1.994  0.155  352.6  -0.0402721       0.0216637       0.00425926
0.274  1.995  0.205  7.4    0.00760269       0.0228327       0.0199951
0.274  1.995  0.205  22.2   0.0303406        0.0198497       0.0065051
0.274  1.996  0.204  37.1   0.0713892        0.0128197       0.00777641
0.274  1.996  0.204  52.1   0.0531787        0.0108324       0.00462492
0.274  1.997  0.204  67.1   0.0218807        0.0117802       0.00867217
0.274  1.998  0.204  82.1   0.0649134        0.0125257       0.0287313
0.274  1.999  0.203  97.2   0.0509133        0.0128933       0.0060061
0.274  1.999  0.203  112.2  0.0296673        0.0097149       0.00331146
0.275  2      0.203  127.3  0.0122477        0.0115426       0.00784861
0.275  2.001  0.203  142.3  0.00952814       0.0187654       0.00685884
0.275  2.001  0.203  157.4  -0.0331554       0.0193205       0.00919102
0.275  2.001  0.203  187.5  -0.0675837       0.0334816       0.00551149
0.275  2.001  0.203  202.6  -0.00675722      0.00865262      0.00270764
0.275  2.001  0.203  217.7  -0.036361        0.016343        0.00373699
0.275  2      0.203  232.7  -0.00549784      0.0150095       0.00467423
0.274  1.999  0.203  247.8  -0.0220946       0.0050522       0.00435131
0.274  1.999  0.203  262.8  -0.0151963       0.008187        0.0051363
0.274  1.998  0.204  277.9  -0.0271222       0.0100841       0.00476558
0.274  1.997  0.204  292.9  -0.0131944       0.0135214       0.00437375
0.274  1.996  0.204  307.9  -0.0709739       0.0153334       0.0165279
0.274  1.996  0.204  322.9  -0.0466483       0.013961        0.011701
0.274  1.995  0.205  337.8  -0.0502954       0.013392        0.00309982
0.274  1.995  0.205  352.6  -0.0148663       0.0156959       0.00381369
0.274  1.996  0.265  7.3    0.0104771        0.016045        0.0036758
0.274  1.996  0.264  22.1   0.0562838        0.0153187       0.0072411
0.274  1.996  0.264  37     0.0492003        0.00987971      0.00324224
0.274  1.997  0.263  52     0.0325937        0.00800472      0.00204941
0.274  1.997  0.263  67     0.0292912        0.00699005      0.00361864
0.274  1.998  0.262  82.1   0.0257621        0.00926765      0.00682171
0.274  1.999  0.262  97.1   0.0207125        0.00836874      0.00241372
0.275  2      0.262  112.2  0.0163838        0.00656372      0.0029404
0.275  2      0.262  127.3  0.0441413        0.0192358       0.00451363
0.275  2.001  0.262  217.7  -0.0209576       0.0113161       0.00416149
0.275  2      0.262  232.7  0.0207796        0.013577        0.00608055
0.275  2      0.262  247.8  -0.0166019       0.00930792      0.00532995
0.274  1.999  0.262  262.9  -0.0330012       0.00621563      0.00219011
0.274  1.998  0.262  277.9  -0.0234694       0.00616662      0.00391511
0.274  1.997  0.263  293    -0.0281075       0.0106009       0.00541781
0.274  1.997  0.263  308    -0.0668916       0.012641        0.00634366
0.274  1.996  0.264  323    -0.0353341       0.0102527       0.00424289
0.274  1.996  0.264  337.9  -0.0505452       0.0113211       0.00638331
0.274  1.996  0.265  352.7  -0.0581231       0.0148512       0.00489128
0.274  1.989  0.343  7.4    0.0161298        0.0165075       0.0030929
0.274  1.996  0.344  21.9   0.0332833        0.0105384       0.0025197
0.274  1.996  0.343  36.8   0.0249304        0.00736058      0.0038739
0.274  1.996  0.342  51.9   0.0245818        0.0060297       0.00356351
0.274  1.997  0.342  67     0.012585         0.00659882      0.00421274
0.275  1.998  0.341  82     0.0367322        0.0114722       0.00734668
0.275  1.999  0.341  97.1   0.0240242        0.00685201      0.00271045
0.275  2      0.341  112.2  0.00534138       0.00516703      0.00232143
0.275  2      0.341  127.2  0.0101448        0.00753051      0.000772623
0.275  2      0.341  232.8  0.0476778        0.0253001       0.0110787
0.275  2      0.341  247.8  -0.010444        0.0103688       0.00975588
0.275  1.999  0.341  262.9  -0.00476295      0.00562537      0.00229506
0.275  1.998  0.341  278    -0.022692        0.00641971      0.00246636
0.274  1.997  0.342  293    -0.041943        0.00603231      0.00348678
0.274  1.996  0.342  308.1  -0.040761        0.00978016      0.00424239
0.274  1.996  0.343  323.2  -0.0325068       0.00764398      0.002888
0.274  1.996  0.344  338.1  -0.0535847       0.0092952       0.00743931
0.274  1.989  0.343  352.6  -0.0293186       0.0149264       0.0158936
0.275  1.988  0.451  22.1   0.040306         0.0114971       0.0104731
0.274  1.995  0.451  36.6   0.0191886        0.0047662       0.0019621
0.274  1.996  0.449  51.8   0.0215599        0.00483559      0.00290777
0.275  1.997  0.448  66.9   0.0200746        0.00380655      0.00132945
0.275  1.998  0.448  82     0.0137475        0.00357701      0.00244733
0.275  1.999  0.448  97.1   0.00684106       0.00248101      0.00101355
0.275  2      0.447  127.2  -0.0392662       0.0337579       0.00228959
0.275  2.001  0.447  172.5  -0.0666825       0.0519299       0.00388822
0.275  2      0.447  247.9  -0.0273481       0.015612        0.0967984
0.275  1.999  0.448  262.9  -0.00422277      0.00505082      0.00137537
0.275  1.998  0.448  278    -0.0179434       0.00389501      0.00136208
0.275  1.997  0.448  293.1  -0.0125454       0.00444449      0.00264612
0.274  1.996  0.449  308.2  -0.0280369       0.00568411      0.00406331
0.274  1.995  0.451  323.4  -0.0337742       0.00568094      0.00244281
0.275  1.988  0.451  337.9  -0.057134        0.00900634      0.0121518
0.276  1.974  0.606  23.5   0.0322855        0.0129658       0.00686166
0.274  1.994  0.61   36.4   0.0186068        0.00464656      0.00149027
0.275  1.995  0.608  51.7   0.00641383       0.00295871      0.00067719
0.275  1.997  0.607  66.8   0.00795866       0.00257096      0.00080647
0.275  1.998  0.606  81.9   0.00702237       0.00473498      0.00317263
0.275  1.999  0.605  97     0.012565         0.00485556      0.000772324
0.275  2.002  0.605  157.4  0.0089592        0.0262833       0.00999507
0.275  2.001  0.605  187.6  -0.0248716       0.0270377       0.00332099
0.275  1.999  0.605  263    -0.000783781     0.00177096      0.000406548
0.275  1.998  0.606  278.1  -0.00334567      0.00248952      0.000474155
0.275  1.997  0.607  293.2  -0.0166741       0.00294701      0.00111296
0.275  1.995  0.608  308.3  -0.011381        0.00350338      0.00255559
0.274  1.994  0.61   323.6  -0.0150254       0.00449008      0.002353
0.276  1.974  0.606  336.5  0.00958632       0.0109766       0.00203106
0.275  1.977  0.896  23.7   0.0266872        0.00702344      0.00163488
0.275  1.992  0.874  36.3   -0.000679301     0.00187747      0.00040277
0.275  1.994  0.872  51.6   0.00124091       0.0012231       0.000337017
0.275  1.996  0.871  66.7   0.00535318       0.0013532       0.000565492
0.275  1.998  0.869  81.9   0.00564888       0.00202185      0.000351853
0.275  2.001  0.867  127.2  0.009093         0.00773205      0.00146569
0.274  2      0.867  142.3  0.00217342       0.00491427      0.000289684
0.275  2.002  0.867  157.5  0.00183342       0.0157349       0.00154345
0.275  2.002  0.867  172.5  0.00393888       0.00314481      0.00243516
0.275  2.002  0.867  187.5  0.00345791       0.00812029      0.001721
0.275  2.002  0.867  202.5  0.00203766       0.003273        0.000209203
0.274  2      0.867  217.7  -0.00437958      0.0086632       0.000255371
0.275  1.998  0.869  278.1  -0.000951461     0.00197266      0.00114426
0.275  1.996  0.871  293.3  -0.00224017      0.00133777      0.000571428
0.275  1.994  0.872  308.4  -0.00561307      0.00144704      0.000969384
0.275  1.992  0.874  323.7  -0.00372501      0.00229561      0.000948595
0.275  1.977  0.896  336.3  -0.00410662      0.00427433      0.0038026
0.274  1.967  1.485  7.9    -0.000405109     0.00143032      0.00042744
0.275  1.983  1.373  21.2   0.000815414      0.00121238      0.000427278
0.275  1.989  1.39   36.3   -0.000609564     0.000777588     0.000148332
0.275  1.993  1.393  51.5   0.000327257      0.000564053     0.000446122
0.276  2.004  1.39   127.4  -0.000586267     0.000581982     0.0000979201
0.275  2      1.386  142.3  -0.000562546     0.0004418       0.00137155
0.276  2.006  1.388  172.6  -0.000425106     0.00172047      0.000873607
0.274  2      1.386  247.9  0.00161156       0.0079242       0.0000939693
0.275  1.997  1.393  293.3  -0.00208185      0.00104433      0.000225988
0.275  1.993  1.393  308.5  -0.000391592     0.000516173     0.000473097
0.275  1.989  1.39   323.7  -0.000457515     0.000938813     0.000553453
0.275  1.983  1.373  338.8  -0.0027286       0.000907735     0.000666288
0.274  1.967  1.485  352.1  -0.00220629      0.00159275      0.0068084
0.273  2.406  0.112  7.5    0.0615059        0.0225581       0.0125554
0.273  2.406  0.112  22.4   0.0376124        0.0200138       0.0125785
0.273  2.406  0.111  37.3   0.00168176       0.0152809       0.00703819
0.274  2.407  0.111  67.3   0.0232799        0.0165164       0.0171339
0.274  2.408  0.11   82.3   0.0366079        0.0121092       0.018571
0.274  2.41   0.11   97.3   0.036454         0.0138175       0.00226803
0.274  2.413  0.109  127.4  -0.00733036      0.0119122       0.00201617
0.274  2.411  0.11   247.7  -0.00380928      0.00832615      0.00298654
0.274  2.41   0.11   262.7  -0.032298        0.0124703       0.0129134
0.274  2.408  0.11   277.7  -0.0189646       0.0109664       0.0076036
0.274  2.407  0.111  292.7  -0.0693159       0.0167603       0.0173815
0.274  2.406  0.111  307.7  -0.00229247      0.0163114       0.00942998
0.273  2.406  0.111  322.7  -0.0155853       0.016061        0.00294465
0.273  2.406  0.112  337.6  -0.00570568      0.0179294       0.00984038
0.273  2.406  0.112  352.5  -0.0603882       0.0232636       0.00588686
0.275  2.387  0.154  7.5    0.0942775        0.0241307       0.00975687
0.274  2.402  0.154  22.4   0.0690615        0.0241592       0.00516624
0.274  2.415  0.155  37.2   0.0366042        0.0177299       0.00441736
0.274  2.414  0.154  52.2   0.0675863        0.0126449       0.00535095
0.274  2.414  0.154  67.2   0.0622755        0.0138111       0.0040488
0.275  2.414  0.154  82.2   0.0271889        0.0123784       0.00225884
0.275  2.415  0.153  97.2   0.0227507        0.00717482      0.00376608
0.275  2.416  0.153  112.3  0.0277153        0.006114        0.00237295
0.275  2.417  0.153  127.3  0.0199466        0.0068314       0.00583223
0.275  2.418  0.153  142.4  0.00865241       0.00746265      0.00881724
0.275  2.418  0.153  157.4  -0.00542335      0.0111531       0.00166825
0.275  2.419  0.153  172.5  0.0260186        0.0109953       0.0158287
0.275  2.419  0.153  187.5  0.00479405       0.014352        0.00143788
0.275  2.418  0.153  202.6  0.0022056        0.00782731      0.00250609
0.275  2.418  0.153  217.6  0.00179565       0.00828868      0.0017165
