Bin	xB	xB	xB	Q2	Q2	Q2	|t|	|t|	|t|	phi	phi	phi	|t_min|	|t_col|	P1	P2	max(|P1*P2|)	min(|P1*P2|)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	RC factor	Finite bin factor	Total RC factor	Nominal Bin Volume	Filled Bin Volume	Unpolarized cross section	Unpolarized cross section	Unpolarized cross section	Polarized cross section	Polarized cross section	BH2 	BH2 	BH2 	BH2 	Int.	Int.	Int.	Int.	Int.	Int.	Int.	DVCS2	DVCS2	DVCS2	DVCS2
(0, 0, 1, 16)	0.062	0.090	0.077	1.000	1.200	1.089	0.150	0.250	0.197	240	255	247.82	0.006	0.332	-0.838	1.657	0.064	0.002	0	0	0	0	66	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	1.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0165	0.0094	0.0090	0.0099	0.9695	1.0275	0.9962	0	0	0	0	22	0	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0171	0.0095	0.0090	0.0088	0.9695	1.0270	0.9957	0	0	0	0	43	0	0	0	0	0	3	0	0.0000	0.0000	0.0000	0.0000	0.0159	0.0093	0.0090	0.0110	0.9694	1.0281	0.9967	0.0001	0.0001	1.6039e+00	8.9326e-01	1.1638e+00	-4.8123e-01	-1.4910e-01	2.3014e-01	3.9579e+00	2.1531e-01	-6.5817e-03	2.5832e-02	4.9703e+00	5.9781e+00	0.0000e+00	0.0000e+00	-6.233409e+00	0.000000e+00	3.5473e-04	2.6042e+02	0.0000e+00	0.000000e+00
(0, 0, 1, 17)	0.062	0.090	0.077	1.000	1.200	1.089	0.150	0.250	0.197	255	270	262.94	0.006	0.332	-0.687	1.506	0.102	0.004	0	0	0	0	67	6	0	0	0	0	3	0	0.0	0.0	0.0	0.0	4.2	0.0	0.0000	0.0000	0.0000	0.0000	0.0102	0.0083	0.0075	0.0076	0.9743	1.0211	0.9949	0	0	0	0	30	1	0	0	0	0	2	0	0.0000	0.0000	0.0000	0.0000	0.0103	0.0081	0.0076	0.0081	0.9744	1.0229	0.9967	0	0	0	0	35	5	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0100	0.0086	0.0073	0.0071	0.9743	1.0193	0.9931	0.0001	0.0001	2.0310e+00	1.2156e+00	1.4941e+00	-6.9203e-01	-2.1434e-01	3.0870e-01	3.9579e+00	2.1531e-01	-6.5817e-03	3.4649e-02	4.9703e+00	5.9781e+00	0.0000e+00	0.0000e+00	-6.233409e+00	0.000000e+00	3.5473e-04	2.6042e+02	0.0000e+00	0.000000e+00
(0, 0, 1, 18)	0.062	0.090	0.077	1.000	1.200	1.089	0.150	0.250	0.197	270	285	278.02	0.006	0.332	-0.531	1.351	0.082	0.002	0	0	0	0	31	5	0	0	0	0	1	1	0.0	0.0	0.0	0.0	4.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0029	0.0026	0.0024	0.0026	0.9799	1.0162	0.9957	0	0	0	0	11	2	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000	0.0031	0.0026	0.0024	0.0026	0.9799	1.0165	0.9961	0	0	0	0	19	3	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0026	0.0026	0.0024	0.0026	0.9799	1.0158	0.9954	0.0001	0.0001	2.9628e+00	1.7770e+00	2.0591e+00	-3.9550e-01	-3.0821e-01	4.4488e-01	3.9579e+00	2.1531e-01	-6.5817e-03	4.9934e-02	4.9703e+00	5.9781e+00	0.0000e+00	0.0000e+00	-6.233409e+00	0.000000e+00	3.5473e-04	2.6042e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 2)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	30	45	36.37	0.006	0.342	-0.152	0.858	0.016	0.000	0	0	0	0	0	37	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0000	0.0000	0.0000	0.0000	0.0008	0.0007	0.0005	0.0006	1.0114	0.9827	0.9939	0	0	0	0	0	22	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0006	0.0006	0.0005	0.0006	1.0114	0.9832	0.9944	0	0	0	0	0	15	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000	0.0009	0.0007	0.0005	0.0006	1.0115	0.9822	0.9935	0.0002	0.0002	1.2104e+01	4.3694e+00	4.5856e+00	4.5544e+00	3.9946e-01	1.4986e+00	2.7861e+00	1.6121e-01	-8.4005e-04	1.7263e-01	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 3)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	45	60	51.63	0.006	0.342	-0.295	1.002	0.025	0.000	0	0	0	0	3	70	0	0	0	0	0	12	0.0	0.0	0.0	0.0	0.0	0.8	0.0000	0.0000	0.0000	0.0000	0.0040	0.0031	0.0029	0.0031	0.9994	1.0165	1.0159	0	0	0	0	3	31	0	0	0	0	0	5	0.0000	0.0000	0.0000	0.0000	0.0036	0.0028	0.0028	0.0031	0.9993	1.0174	1.0167	0	0	0	0	0	38	0	0	0	0	0	7	0.0000	0.0000	0.0000	0.0000	0.0043	0.0034	0.0030	0.0031	0.9994	1.0156	1.0151	0.0002	0.0002	3.7393e+00	1.9070e+00	2.1187e+00	3.9041e-01	2.3286e-01	6.6070e-01	2.7861e+00	1.6121e-01	-8.4005e-04	7.6108e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 4)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	60	75	66.79	0.006	0.342	-0.471	1.178	0.026	0.000	0	0	0	0	24	42	0	0	0	0	1	2	0.0	0.0	0.0	0.0	8.6	0.2	0.0000	0.0000	0.0000	0.0000	0.0076	0.0059	0.0056	0.0056	0.9899	1.0380	1.0275	0	0	0	0	14	20	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000	0.0078	0.0056	0.0057	0.0058	0.9899	1.0384	1.0280	0	0	0	0	10	22	0	0	0	0	1	1	0.0000	0.0000	0.0000	0.0000	0.0073	0.0062	0.0056	0.0054	0.9898	1.0376	1.0270	0.0002	0.0002	1.7606e+00	1.0031e+00	1.1978e+00	-5.1494e-02	1.4541e-01	3.5195e-01	2.7861e+00	1.6121e-01	-8.4005e-04	4.0542e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 5)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	75	90	81.92	0.006	0.342	-0.668	1.374	0.011	0.000	0	0	0	0	10	16	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.5	0.0000	0.0000	0.0000	0.0000	0.0063	0.0039	0.0032	0.0040	0.9814	1.0537	1.0342	0	0	0	0	5	9	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000	0.0071	0.0037	0.0035	0.0035	0.9815	1.0523	1.0328	0	0	0	0	5	6	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000	0.0054	0.0041	0.0030	0.0044	0.9814	1.0553	1.0356	0.0002	0.0002	1.3823e+00	5.9753e-01	7.7499e-01	1.4746e-01	9.4660e-02	2.1268e-01	2.7861e+00	1.6121e-01	-8.4005e-04	2.4499e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 7)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	105	120	112.13	0.006	0.342	-1.069	1.776	0.027	0.000	0	0	0	0	67	0	0	0	0	0	7	0	0.0	0.0	0.0	0.0	5.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0277	0.0181	0.0153	0.0183	0.9686	1.0728	1.0391	0	0	0	0	40	0	0	0	0	0	6	0	0.0000	0.0000	0.0000	0.0000	0.0285	0.0177	0.0153	0.0179	0.9683	1.0725	1.0385	0	0	0	0	26	0	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0269	0.0186	0.0152	0.0187	0.9689	1.0733	1.0399	0.0002	0.0002	5.8272e-01	2.8013e-01	4.3198e-01	1.2308e-01	4.2793e-02	1.0276e-01	2.7861e+00	1.6121e-01	-8.4005e-04	1.1838e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 8)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	120	135	127.18	0.006	0.342	-1.246	1.953	0.044	0.000	0	0	0	0	164	0	0	0	0	0	34	0	0.0	0.0	0.0	0.0	6.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0970	0.0648	0.0584	0.0665	0.9640	1.0863	1.0472	0	0	0	0	79	0	0	0	0	0	16	0	0.0000	0.0000	0.0000	0.0000	0.0968	0.0662	0.0578	0.0679	0.9639	1.0890	1.0496	0	0	0	0	85	0	0	0	0	0	18	0	0.0000	0.0000	0.0000	0.0000	0.0972	0.0635	0.0589	0.0651	0.9642	1.0839	1.0450	0.0002	0.0002	3.7939e-01	2.1567e-01	3.5927e-01	6.4556e-03	2.8728e-02	8.0209e-02	2.7861e+00	1.6121e-01	-8.4005e-04	9.2395e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 9)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	135	150	142.32	0.006	0.342	-1.391	2.098	0.040	0.000	0	0	0	0	252	0	0	0	0	0	34	0	0.0	0.0	0.0	0.0	4.4	0.0	0.0000	0.0000	0.0000	0.0000	0.1668	0.1071	0.0952	0.1050	0.9611	1.0893	1.0469	0	0	0	0	118	0	0	0	0	0	18	0	0.0000	0.0000	0.0000	0.0000	0.1651	0.1077	0.0989	0.1092	0.9609	1.0896	1.0469	0	0	0	0	130	0	0	0	0	0	16	0	0.0000	0.0000	0.0000	0.0000	0.1685	0.1064	0.0914	0.1008	0.9613	1.0892	1.0470	0.0002	0.0002	3.7158e-01	1.7775e-01	3.1553e-01	-4.6804e-02	1.8376e-02	6.6867e-02	2.7861e+00	1.6121e-01	-8.4005e-04	7.7027e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 10)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	150	165	157.39	0.006	0.342	-1.494	2.200	0.035	0.000	0	0	0	0	294	0	0	0	0	0	37	0	0.0	0.0	0.0	0.0	4.1	0.0	0.0000	0.0000	0.0000	0.0000	0.1796	0.1306	0.1164	0.1283	0.9586	1.0899	1.0448	0	0	0	0	159	0	0	0	0	0	18	0	0.0000	0.0000	0.0000	0.0000	0.1814	0.1353	0.1149	0.1270	0.9585	1.0895	1.0443	0	0	0	0	132	0	0	0	0	0	19	0	0.0000	0.0000	0.0000	0.0000	0.1778	0.1259	0.1179	0.1296	0.9587	1.0907	1.0456	0.0002	0.0002	3.7504e-01	1.5660e-01	2.9071e-01	4.6234e-02	1.0264e-02	5.9392e-02	2.7861e+00	1.6121e-01	-8.4005e-04	6.8415e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 11)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	165	180	172.49	0.006	0.342	-1.547	2.253	0.041	0.001	0	0	0	0	249	0	0	0	0	0	27	0	0.0	0.0	0.0	0.0	3.0	0.0	0.0000	0.0000	0.0000	0.0000	0.1604	0.1129	0.1038	0.1129	0.9573	1.0954	1.0486	0	0	0	0	122	0	0	0	0	0	15	0	0.0000	0.0000	0.0000	0.0000	0.1627	0.1141	0.1109	0.1173	0.9574	1.0941	1.0475	0	0	0	0	126	0	0	0	0	0	10	0	0.0000	0.0000	0.0000	0.0000	0.1583	0.1117	0.0967	0.1084	0.9571	1.0968	1.0498	0.0002	0.0002	3.4502e-01	1.4704e-01	2.7938e-01	-3.4486e-02	3.2906e-03	5.6007e-02	2.7861e+00	1.6121e-01	-8.4005e-04	6.4516e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 12)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	180	195	187.56	0.006	0.342	-1.547	2.253	0.035	0.001	0	0	0	0	125	0	0	0	0	0	19	0	0.0	0.0	0.0	0.0	2.8	0.0	0.0000	0.0000	0.0000	0.0000	0.0773	0.0571	0.0526	0.0609	0.9573	1.0933	1.0466	0	0	0	0	52	0	0	0	0	0	4	0	0.0000	0.0000	0.0000	0.0000	0.0713	0.0564	0.0555	0.0609	0.9569	1.0901	1.0432	0	0	0	0	70	0	0	0	0	0	15	0	0.0000	0.0000	0.0000	0.0000	0.0834	0.0578	0.0497	0.0608	0.9577	1.0965	1.0501	0.0002	0.0002	3.5873e-01	1.4706e-01	2.7940e-01	-7.9200e-02	-3.3136e-03	5.6013e-02	2.7861e+00	1.6121e-01	-8.4005e-04	6.4523e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 13)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	195	210	202.62	0.006	0.342	-1.494	2.200	0.034	0.001	0	0	0	0	81	0	0	0	0	0	12	0	0.0	0.0	0.0	0.0	5.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0548	0.0351	0.0331	0.0336	0.9582	1.0860	1.0406	0	0	0	0	50	0	0	0	0	0	11	0	0.0000	0.0000	0.0000	0.0000	0.0565	0.0333	0.0324	0.0329	0.9583	1.0908	1.0452	0	0	0	0	30	0	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0531	0.0368	0.0339	0.0343	0.9582	1.0816	1.0364	0.0002	0.0002	3.2061e-01	1.5661e-01	2.9072e-01	1.0327e-01	-1.0269e-02	5.9395e-02	2.7861e+00	1.6121e-01	-8.4005e-04	6.8419e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 14)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	210	225	217.69	0.006	0.342	-1.391	2.098	0.044	0.001	0	0	0	0	44	0	0	0	0	0	4	0	0.0	0.0	0.0	0.0	3.5	0.0	0.0000	0.0000	0.0000	0.0000	0.0299	0.0199	0.0189	0.0206	0.9611	1.0875	1.0452	0	0	0	0	26	0	0	0	0	0	3	0	0.0000	0.0000	0.0000	0.0000	0.0304	0.0202	0.0182	0.0197	0.9610	1.0877	1.0453	0	0	0	0	18	0	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0293	0.0195	0.0196	0.0215	0.9613	1.0872	1.0451	0.0002	0.0002	3.6040e-01	1.7777e-01	3.1555e-01	7.4822e-02	-1.8381e-02	6.6873e-02	2.7861e+00	1.6121e-01	-8.4005e-04	7.7033e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 15)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	225	240	232.81	0.006	0.342	-1.246	1.953	0.037	0.001	0	0	0	0	59	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	2.3	0.0	0.0000	0.0000	0.0000	0.0000	0.0340	0.0253	0.0243	0.0245	0.9645	1.0842	1.0458	0	0	0	0	26	0	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0341	0.0245	0.0230	0.0233	0.9642	1.0817	1.0430	0	0	0	0	31	0	0	0	0	0	1	0	0.0000	0.0000	0.0000	0.0000	0.0338	0.0260	0.0256	0.0257	0.9648	1.0869	1.0487	0.0002	0.0002	3.4164e-01	2.1564e-01	3.5923e-01	-4.2293e-02	-2.8720e-02	8.0198e-02	2.7861e+00	1.6121e-01	-8.4005e-04	9.2383e-03	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 16)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	240	255	247.88	0.006	0.342	-1.069	1.776	0.034	0.001	0	0	0	0	155	0	0	0	0	0	18	0	0.0	0.0	0.0	0.0	4.6	0.0	0.0000	0.0000	0.0000	0.0000	0.0709	0.0463	0.0413	0.0453	0.9690	1.0774	1.0440	0	0	0	0	72	0	0	0	0	0	12	0	0.0000	0.0000	0.0000	0.0000	0.0697	0.0481	0.0402	0.0470	0.9689	1.0777	1.0442	0	0	0	0	82	0	0	0	0	0	5	0	0.0000	0.0000	0.0000	0.0000	0.0721	0.0445	0.0425	0.0437	0.9690	1.0773	1.0439	0.0002	0.0002	5.4664e-01	2.8021e-01	4.3208e-01	-4.2051e-02	-4.2811e-02	1.0279e-01	2.7861e+00	1.6121e-01	-8.4005e-04	1.1841e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 17)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	255	270	262.97	0.006	0.342	-0.872	1.579	0.036	0.001	0	0	0	0	234	0	0	0	0	0	19	0	0.0	0.0	0.0	0.0	3.4	0.0	0.0000	0.0000	0.0000	0.0000	0.0643	0.0438	0.0386	0.0422	0.9745	1.0644	1.0372	0	0	0	0	95	0	0	0	0	0	11	0	0.0000	0.0000	0.0000	0.0000	0.0583	0.0435	0.0379	0.0412	0.9747	1.0665	1.0395	0	0	0	0	135	0	0	0	0	0	8	0	0.0000	0.0000	0.0000	0.0000	0.0703	0.0441	0.0394	0.0433	0.9743	1.0624	1.0351	0.0002	0.0002	8.7517e-01	3.9240e-01	5.5545e-01	-1.2252e-01	-6.3270e-02	1.4181e-01	2.7861e+00	1.6121e-01	-8.4005e-04	1.6335e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 18)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	270	285	278.08	0.006	0.342	-0.668	1.374	0.045	0.002	0	0	0	0	133	8	0	0	0	0	10	0	0.0	0.0	0.0	0.0	7.2	0.0	0.0000	0.0000	0.0000	0.0000	0.0321	0.0221	0.0226	0.0233	0.9815	1.0556	1.0361	0	0	0	0	51	2	0	0	0	0	3	0	0.0000	0.0000	0.0000	0.0000	0.0304	0.0227	0.0222	0.0244	0.9815	1.0556	1.0360	0	0	0	0	80	6	0	0	0	0	7	0	0.0000	0.0000	0.0000	0.0000	0.0338	0.0214	0.0231	0.0222	0.9816	1.0558	1.0363	0.0002	0.0002	8.7405e-01	5.9753e-01	7.7499e-01	-3.4652e-01	-9.4660e-02	2.1268e-01	2.7861e+00	1.6121e-01	-8.4005e-04	2.4499e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 19)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	285	300	293.18	0.006	0.342	-0.471	1.178	0.033	0.002	0	0	0	0	34	38	0	0	0	0	1	2	0.0	0.0	0.0	0.0	6.1	0.0	0.0000	0.0000	0.0000	0.0000	0.0092	0.0075	0.0073	0.0076	0.9895	1.0379	1.0269	0	0	0	0	9	17	0	0	0	0	0	1	0.0000	0.0000	0.0000	0.0000	0.0078	0.0080	0.0070	0.0079	0.9895	1.0383	1.0274	0	0	0	0	25	20	0	0	0	0	1	1	0.0000	0.0000	0.0000	0.0000	0.0106	0.0071	0.0075	0.0074	0.9894	1.0374	1.0265	0.0002	0.0002	1.4669e+00	1.0020e+00	1.1966e+00	-2.7464e-01	-1.4529e-01	3.5156e-01	2.7861e+00	1.6121e-01	-8.4005e-04	4.0497e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 20)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	300	315	308.35	0.006	0.342	-0.295	1.002	0.021	0.002	0	0	0	0	1	73	0	0	0	0	0	5	0.0	0.0	0.0	0.0	0.0	0.4	0.0000	0.0000	0.0000	0.0000	0.0039	0.0029	0.0027	0.0031	0.9996	1.0177	1.0173	0	0	0	0	0	33	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000	0.0037	0.0028	0.0026	0.0032	0.9995	1.0182	1.0177	0	0	0	0	1	39	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000	0.0041	0.0030	0.0028	0.0030	0.9997	1.0171	1.0168	0.0002	0.0002	4.1230e+00	1.9053e+00	2.1171e+00	-3.5906e-01	-2.3272e-01	6.6013e-01	2.7861e+00	1.6121e-01	-8.4005e-04	7.6043e-02	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 2, 21)	0.062	0.090	0.078	1.000	1.200	1.088	0.250	0.400	0.319	315	330	323.62	0.006	0.342	-0.152	0.859	0.015	0.003	0	0	0	0	0	29	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.3	0.0000	0.0000	0.0000	0.0000	0.0008	0.0006	0.0006	0.0005	1.0115	0.9831	0.9944	0	0	0	0	0	11	0	0	0	0	0	0	0.0000	0.0000	0.0000	0.0000	0.0008	0.0006	0.0005	0.0005	1.0115	0.9840	0.9953	0	0	0	0	0	17	0	0	0	0	0	2	0.0000	0.0000	0.0000	0.0000	0.0008	0.0006	0.0006	0.0005	1.0115	0.9823	0.9935	0.0002	0.0002	8.5675e+00	4.3658e+00	4.5821e+00	-1.8136e+00	-3.9926e-01	1.4974e+00	2.7861e+00	1.6121e-01	-8.4005e-04	1.7249e-01	5.9878e+00	6.0406e+00	0.0000e+00	0.0000e+00	-3.902607e+00	0.000000e+00	3.6052e-04	1.5645e+02	0.0000e+00	0.000000e+00
(0, 0, 3, 1)	0.062	0.090	0.079	1.000	1.200	1.087	0.400	0.600	0.483	15	30	20.92	0.006	0.356	-0.078	0.633	0.060	0.000	0	0	0	0	0	209	0	0	0	0	0	7	0.0	0.0	0.0	0.0	0.0	0.2	0.0000	0.0000	0.0000	0.0000	0.0067	0.0045	0.0044	0.0046	1.0610	0.8712	0.9243	0	0	0	0	0	114	0	0	0	0	0	4	0.0000	0.0000	0.0000	0.0000	0.0068	0.0045	0.0044	0.0045	1.0611	0.8709	0.9241	0	0	0	0	0	93	0	0	0	0	0	3	0.0000	0.0000	0.0000	0.0000	0.0066	0.0045	0.0044	0.0046	1.0610	0.8714	0.9246	0.0003	0.0002	6.0631e+00	5.0173e+00	5.3015e+00	7.7321e-01	2.0880e-01	2.5781e+00	1.8335e+00	1.1873e-01	2.4387e-03	3.0717e-01	6.0377e+00	5.4527e+00	0.0000e+00	0.0000e+00	-1.903647e+00	0.000000e+00	3.6728e-04	9.0023e+01	0.0000e+00	0.000000e+00
(0, 0, 3, 2)	0.062	0.090	0.079	1.000	1.200	1.087	0.400	0.600	0.483	30	45	36.36	0.006	0.356	-0.205	0.760	0.064	0.000	0	0	0	0	0	874	0	0	0	0	0	26	0.0	0.0	0.0	0.0	0.0	0.3	0.0000	0.0000	0.0000	0.0000	0.0742	0.0525	0.0487	0.0509	1.0239	0.9488	0.9715	0	0	0	0	0	477	0	0	0	0	0	14	0.0000	0.0000	0.0000	0.0000	0.0756	0.0527	0.0481	0.0507	1.0240	0.9486	0.9714	0	0	0	0	0	394	0	0	0	0	0	11	0.0000	0.0000	0.0000	0.0000	0.0729	0.0523	0.0493	0.0510	1.0239	0.9491	0.9717	0.0003	0.0002	2.2146e+00	1.5741e+00	1.7549e+00	1.9256e-01	1.0968e-01	8.1571e-01	1.8335e+00	1.1873e-01	2.4387e-03	9.7190e-02	6.0377e+00	5.4527e+00	0.0000e+00	0.0000e+00	-1.903647e+00	0.000000e+00	3.6728e-04	9.0023e+01	0.0000e+00	0.000000e+00
