Bin	xB	xB	xB	Q2	Q2	Q2	|t|	|t|	|t|	phi	phi	phi	|t_min|	|t_col|	P1	P2	max(|P1*P2|)	min(|P1*P2|)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	ep->epg (all heli.)	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	DVπ0P (all heli.) 	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	cont. ratio (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	Acceptance (all heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	ep->epg (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	DVπ0P (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	Acceptance (+ heli.)	RC factor	Finite bin factor	Total RC factor	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	ep->epg (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	DVπ0P (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	Acceptance (- heli.)	RC factor	Finite bin factor	Total RC factor	Nominal Bin Volume	Filled Bin Volume	Unpolarized cross section	Unpolarized cross section	Unpolarized cross section	Polarized cross section	Polarized cross section	BH2 	BH2 	BH2 	BH2 	Int.	Int.	Int.	Int.	Int.	Int.	Int.	DVCS2	DVCS2	DVCS2	DVCS2
(5, 6, 2, 3)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	45	60	52.15	0.126	1.558	-0.200	1.133	0.352	0.054	14	14	0	1	16	2	1	0	0	0	0	0	5.5	0.0	0.0	0.0	0.0	0.0	0.0389	0.0215	0.0209	0.0189	0.0179	0.0123	0.0099	0.0120	0.9390	0.9411	0.8837	10	9	0	0	9	0	1	0	0	0	0	0	0.0384	0.0224	0.0226	0.0185	0.0192	0.0116	0.0091	0.0117	0.9391	0.9422	0.8848	4	5	0	1	7	2	0	0	0	0	0	0	0.0393	0.0205	0.0191	0.0192	0.0165	0.0130	0.0107	0.0124	0.9389	0.9400	0.8826	0.0050	0.0025	1.7825e-02	2.2752e-02	2.2649e-02	4.9186e-03	3.9254e-03	9.5763e-03	2.2462e+00	2.1077e-01	-1.2539e-03	4.6970e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 4)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	60	75	67.19	0.126	1.558	-0.245	1.179	0.395	0.047	16	10	0	4	14	0	2	2	0	1	0	0	2.1	6.7	0.0	0.0	0.0	0.0	0.0581	0.0312	0.0265	0.0279	0.0276	0.0137	0.0133	0.0144	0.9358	0.9435	0.8829	9	7	0	2	6	0	1	0	0	1	0	0	0.0548	0.0308	0.0263	0.0267	0.0241	0.0139	0.0128	0.0126	0.9360	0.9438	0.8834	7	3	0	2	8	0	1	2	0	0	0	0	0.0614	0.0317	0.0268	0.0290	0.0312	0.0135	0.0139	0.0163	0.9356	0.9434	0.8826	0.0050	0.0025	1.0791e-02	1.7456e-02	1.7992e-02	3.6821e-03	3.5868e-03	7.4956e-03	2.2462e+00	2.1077e-01	-1.2539e-03	3.6764e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 7)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	105	120	112.24	0.126	1.558	-0.400	1.333	0.391	0.064	27	1	0	10	0	0	6	0	0	1	0	0	4.7	0.0	0.0	4.0	0.0	0.0	0.0583	0.0334	0.0329	0.0299	0.0155	0.0080	0.0067	0.0080	0.9257	0.9588	0.8876	15	1	0	6	0	0	4	0	0	0	0	0	0.0540	0.0333	0.0328	0.0300	0.0158	0.0074	0.0059	0.0104	0.9256	0.9569	0.8857	12	0	0	4	0	0	2	0	0	1	0	0	0.0626	0.0335	0.0331	0.0298	0.0153	0.0085	0.0075	0.0054	0.9258	0.9608	0.8895	0.0050	0.0025	1.0731e-02	8.8093e-03	1.0302e-02	2.9743e-03	1.9530e-03	4.0646e-03	2.2462e+00	2.1077e-01	-1.2539e-03	1.9936e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 8)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	120	135	127.30	0.126	1.558	-0.446	1.379	0.377	0.077	25	0	0	3	0	0	5	0	0	5	0	0	4.2	0.0	0.0	31.6	0.0	0.0	0.0526	0.0297	0.0254	0.0270	0.0144	0.0057	0.0067	0.0047	0.9233	0.9593	0.8857	15	0	0	1	0	0	2	0	0	2	0	0	0.0559	0.0314	0.0248	0.0257	0.0171	0.0060	0.0068	0.0056	0.9231	0.9601	0.8863	10	0	0	2	0	0	3	0	0	3	0	0	0.0493	0.0281	0.0260	0.0282	0.0118	0.0054	0.0067	0.0039	0.9234	0.9585	0.8851	0.0050	0.0025	1.0904e-02	7.4686e-03	9.0901e-03	1.6315e-03	1.4556e-03	3.5249e-03	2.2462e+00	2.1077e-01	-1.2539e-03	1.7289e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 11)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	165	180	172.43	0.126	1.558	-0.524	1.457	0.301	0.060	25	0	0	10	0	0	13	0	0	0	0	0	13.4	0.0	0.0	0.0	0.0	0.0	0.1243	0.0638	0.0620	0.0662	0.0117	0.0067	0.0046	0.0071	0.9187	0.9651	0.8866	12	0	0	6	0	0	8	0	0	0	0	0	0.1194	0.0622	0.0648	0.0722	0.0146	0.0072	0.0043	0.0050	0.9185	0.9694	0.8904	11	0	0	4	0	0	5	0	0	0	0	0	0.1293	0.0654	0.0593	0.0600	0.0085	0.0063	0.0048	0.0091	0.9189	0.9608	0.8829	0.0050	0.0025	4.2529e-03	5.7851e-03	7.5527e-03	6.2106e-04	1.9423e-04	2.8413e-03	2.2462e+00	2.1077e-01	-1.2539e-03	1.3936e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 12)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	180	195	187.54	0.126	1.558	-0.524	1.457	0.336	0.057	35	0	0	9	0	0	6	0	0	0	0	0	4.8	0.0	0.0	0.0	0.0	0.0	0.1145	0.0610	0.0564	0.0590	0.0203	0.0078	0.0066	0.0065	0.9193	0.9690	0.8908	18	0	0	5	0	0	2	0	0	0	0	0	0.1253	0.0601	0.0517	0.0612	0.0212	0.0069	0.0075	0.0054	0.9193	0.9732	0.8946	16	0	0	4	0	0	4	0	0	0	0	0	0.1042	0.0620	0.0610	0.0567	0.0194	0.0087	0.0056	0.0076	0.9194	0.9650	0.8872	0.0050	0.0025	7.5259e-03	5.7849e-03	7.5525e-03	1.3128e-03	-1.9351e-04	2.8412e-03	2.2462e+00	2.1077e-01	-1.2539e-03	1.3936e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 21)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	315	330	322.81	0.126	1.558	-0.163	1.096	0.372	0.043	2	5	44	0	9	30	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0424	0.0281	0.0272	0.0254	0.0365	0.0238	0.0228	0.0238	0.9415	0.9492	0.8936	0	1	19	0	1	6	0	0	0	0	0	0	0.0415	0.0293	0.0254	0.0265	0.0398	0.0245	0.0222	0.0234	0.9413	0.9491	0.8935	2	4	25	0	7	24	0	0	0	0	0	1	0.0433	0.0269	0.0289	0.0242	0.0333	0.0231	0.0235	0.0242	0.9416	0.9492	0.8937	0.0050	0.0025	2.2583e-02	2.9313e-02	2.8391e-02	-1.5924e-02	-3.8107e-03	1.2144e-02	2.2462e+00	2.1077e-01	-1.2539e-03	5.9564e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 22)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	330	345	337.73	0.126	1.558	-0.137	1.070	0.360	0.043	1	17	124	0	12	115	0	0	2	0	0	2	0.0	0.0	0.2	0.0	0.0	0.2	0.0886	0.0577	0.0549	0.0527	0.0726	0.0531	0.0493	0.0534	0.9433	0.9596	0.9052	0	5	57	0	5	47	0	0	0	0	0	1	0.0916	0.0578	0.0550	0.0525	0.0692	0.0538	0.0512	0.0550	0.9433	0.9597	0.9052	1	12	67	0	7	68	0	0	2	0	0	1	0.0855	0.0576	0.0547	0.0530	0.0759	0.0524	0.0475	0.0519	0.9433	0.9595	0.9051	0.0050	0.0025	3.2874e-02	3.6118e-02	3.4329e-02	-9.0119e-03	-2.9121e-03	1.4800e-02	2.2462e+00	2.1077e-01	-1.2539e-03	7.2593e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 2, 23)	0.268	0.357	0.319	4.326	5.761	4.777	0.250	0.400	0.318	345	360	352.60	0.126	1.558	-0.123	1.057	0.371	0.043	6	19	214	0	20	163	0	2	2	0	0	4	0.0	8.9	0.2	0.0	0.0	0.2	0.1184	0.0743	0.0703	0.0676	0.0997	0.0679	0.0621	0.0673	0.9442	0.9702	0.9160	3	8	109	0	8	77	0	0	1	0	0	3	0.1157	0.0739	0.0718	0.0666	0.1015	0.0698	0.0608	0.0646	0.9440	0.9694	0.9151	3	11	104	0	12	84	0	2	1	0	0	1	0.1211	0.0747	0.0687	0.0685	0.0979	0.0660	0.0634	0.0699	0.9443	0.9710	0.9170	0.0050	0.0025	3.9236e-02	4.0764e-02	3.8376e-02	-2.9506e-03	-1.1106e-03	1.6611e-02	2.2462e+00	2.1077e-01	-1.2539e-03	8.1474e-03	6.2104e-02	4.4022e-01	0.0000e+00	0.0000e+00	-1.058416e+00	0.000000e+00	1.7004e-05	7.0096e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 0)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	0	15	7.33	0.125	1.552	-0.077	0.974	0.282	0.020	0	8	337	0	13	288	0	0	3	0	0	7	0.0	0.0	0.1	0.0	0.0	0.2	0.1766	0.1147	0.1111	0.1051	0.1580	0.1075	0.0970	0.1071	0.9582	0.9839	0.9428	0	2	171	0	7	149	0	0	3	0	0	5	0.1711	0.1158	0.1112	0.1054	0.1581	0.1084	0.0979	0.1080	0.9580	0.9842	0.9428	0	6	164	0	5	137	0	0	0	0	0	2	0.1822	0.1136	0.1110	0.1048	0.1578	0.1065	0.0962	0.1062	0.9584	0.9837	0.9428	0.0067	0.0033	2.9286e-02	3.1865e-02	2.9492e-02	-2.8685e-04	9.5557e-04	1.8812e-02	1.5716e+00	1.1918e-01	4.1609e-03	9.1973e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 1)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	15	30	22.04	0.125	1.552	-0.095	0.992	0.228	0.020	0	18	203	0	15	204	0	0	5	0	0	9	0.0	0.0	0.3	0.0	0.0	0.4	0.1726	0.1095	0.1043	0.1002	0.1374	0.0971	0.0881	0.0973	0.9566	0.9563	0.9148	0	8	119	0	7	111	0	0	3	0	0	2	0.1674	0.1099	0.1020	0.1008	0.1341	0.0972	0.0849	0.0941	0.9568	0.9551	0.9138	0	10	84	0	8	92	0	0	2	0	0	7	0.1778	0.1091	0.1066	0.0997	0.1408	0.0970	0.0914	0.1004	0.9564	0.9575	0.9157	0.0067	0.0033	2.2127e-02	2.5248e-02	2.3769e-02	2.6567e-03	2.2369e-03	1.4983e-02	1.5716e+00	1.1918e-01	4.1609e-03	7.3252e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 2)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	30	45	37.02	0.125	1.552	-0.130	1.027	0.266	0.019	0	26	97	0	35	67	0	2	2	0	0	4	0.0	7.1	0.1	0.0	0.0	0.7	0.1115	0.0767	0.0707	0.0701	0.0938	0.0682	0.0630	0.0654	0.9534	0.9395	0.8957	0	19	49	0	19	39	0	1	1	0	0	2	0.1064	0.0750	0.0716	0.0711	0.0928	0.0680	0.0626	0.0665	0.9533	0.9411	0.8971	0	7	48	0	15	27	0	1	1	0	0	2	0.1166	0.0785	0.0699	0.0692	0.0948	0.0685	0.0633	0.0643	0.9535	0.9380	0.8944	0.0067	0.0033	1.6096e-02	1.7556e-02	1.7102e-02	2.7931e-03	2.5219e-03	1.0526e-02	1.5716e+00	1.1918e-01	4.1609e-03	5.1460e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 3)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	45	60	52.03	0.125	1.552	-0.181	1.078	0.182	0.017	0	23	4	0	17	6	0	2	0	0	5	1	0.0	3.6	0.0	0.0	14.5	0.0	0.0389	0.0264	0.0226	0.0255	0.0443	0.0255	0.0251	0.0285	0.9476	0.9398	0.8906	0	12	3	0	14	4	0	1	0	0	1	1	0.0373	0.0257	0.0233	0.0256	0.0452	0.0255	0.0262	0.0267	0.9478	0.9427	0.8935	0	11	1	0	3	2	0	1	0	0	4	0	0.0404	0.0271	0.0219	0.0254	0.0434	0.0254	0.0241	0.0303	0.9474	0.9370	0.8877	0.0067	0.0033	1.0683e-02	1.1882e-02	1.2160e-02	1.6344e-03	2.2672e-03	7.2277e-03	1.5716e+00	1.1918e-01	4.1609e-03	3.5337e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 4)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	60	75	67.07	0.125	1.552	-0.243	1.140	0.214	0.025	0	23	0	0	29	0	0	3	0	0	3	0	0.0	5.4	0.0	0.0	3.5	0.0	0.0447	0.0310	0.0287	0.0254	0.0620	0.0356	0.0344	0.0359	0.9424	0.9422	0.8880	0	18	0	0	18	0	0	0	0	0	2	0	0.0444	0.0317	0.0266	0.0262	0.0578	0.0363	0.0332	0.0384	0.9424	0.9427	0.8884	0	5	0	0	11	0	0	3	0	0	1	0	0.0451	0.0303	0.0310	0.0245	0.0664	0.0349	0.0357	0.0333	0.9425	0.9417	0.8875	0.0067	0.0033	7.0693e-03	8.2096e-03	8.9374e-03	3.9271e-03	1.8626e-03	5.0829e-03	1.5716e+00	1.1918e-01	4.1609e-03	2.4850e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 5)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	75	90	82.09	0.125	1.552	-0.313	1.210	0.206	0.020	2	20	0	1	19	0	0	4	0	1	5	0	0.0	3.9	0.0	15.9	9.4	0.0	0.0550	0.0319	0.0363	0.0298	0.0526	0.0388	0.0326	0.0378	0.9361	0.9455	0.8851	1	13	0	0	10	0	0	2	0	1	3	0	0.0587	0.0308	0.0382	0.0329	0.0582	0.0354	0.0328	0.0370	0.9368	0.9460	0.8862	1	7	0	1	9	0	0	2	0	0	2	0	0.0513	0.0330	0.0345	0.0269	0.0468	0.0421	0.0323	0.0387	0.9355	0.9451	0.8842	0.0067	0.0033	6.9051e-03	5.8995e-03	6.8882e-03	1.8746e-03	1.4679e-03	3.7245e-03	1.5716e+00	1.1918e-01	4.1609e-03	1.8209e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 7)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	105	120	112.25	0.125	1.552	-0.455	1.352	0.235	0.023	24	4	0	18	2	0	8	0	0	11	1	0	9.0	0.0	0.0	12.6	0.0	0.0	0.0957	0.0554	0.0555	0.0496	0.0541	0.0329	0.0294	0.0456	0.9258	0.9572	0.8862	12	4	0	12	2	0	6	0	0	1	1	0	0.0897	0.0601	0.0583	0.0530	0.0473	0.0348	0.0203	0.0440	0.9258	0.9622	0.8908	11	0	0	6	0	0	2	0	0	10	0	0	0.1014	0.0505	0.0528	0.0461	0.0609	0.0311	0.0382	0.0473	0.9258	0.9526	0.8819	0.0067	0.0033	4.4827e-03	3.4875e-03	4.7082e-03	5.0390e-04	8.4300e-04	2.2891e-03	1.5716e+00	1.1918e-01	4.1609e-03	1.1191e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 10)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	150	165	157.48	0.125	1.552	-0.605	1.503	0.211	0.034	28	0	0	18	0	0	7	0	0	8	0	0	7.4	0.0	0.0	13.3	0.0	0.0	0.1225	0.0726	0.0706	0.0692	0.1037	0.0400	0.0398	0.0381	0.9165	0.9648	0.8843	11	0	0	3	0	0	3	0	0	3	0	0	0.1078	0.0688	0.0769	0.0732	0.0962	0.0378	0.0287	0.0420	0.9165	0.9624	0.8821	17	0	0	15	0	0	4	0	0	5	0	0	0.1373	0.0768	0.0640	0.0649	0.1114	0.0423	0.0509	0.0342	0.9166	0.9678	0.8871	0.0067	0.0033	3.8099e-03	2.2673e-03	3.5703e-03	-5.7732e-04	2.3596e-04	1.5482e-03	1.5716e+00	1.1918e-01	4.1609e-03	7.5692e-04	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 19)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	285	300	292.95	0.125	1.552	-0.243	1.140	0.190	0.029	0	29	0	0	23	0	0	4	0	0	2	0	0.0	1.9	0.0	0.0	4.6	0.0	0.0500	0.0302	0.0288	0.0264	0.0507	0.0329	0.0307	0.0326	0.9420	0.9402	0.8857	0	10	0	0	5	0	0	2	0	0	1	0	0.0512	0.0293	0.0260	0.0253	0.0520	0.0314	0.0289	0.0347	0.9425	0.9443	0.8900	0	19	0	0	18	0	0	2	0	0	0	0	0.0489	0.0311	0.0317	0.0276	0.0495	0.0344	0.0324	0.0305	0.9416	0.9361	0.8814	0.0067	0.0033	8.4090e-03	8.2125e-03	8.9399e-03	-4.0096e-03	-1.8630e-03	5.0846e-03	1.5716e+00	1.1918e-01	4.1609e-03	2.4859e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 20)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	300	315	307.99	0.125	1.552	-0.181	1.078	0.187	0.025	0	29	5	0	22	3	0	0	1	0	1	1	0.0	0.0	0.0	0.0	4.6	0.0	0.0375	0.0228	0.0218	0.0217	0.0416	0.0297	0.0257	0.0287	0.9478	0.9337	0.8850	0	12	3	0	10	2	0	0	1	0	0	0	0.0380	0.0247	0.0220	0.0226	0.0419	0.0283	0.0265	0.0267	0.9475	0.9299	0.8811	0	16	2	0	12	1	0	0	0	0	1	1	0.0369	0.0209	0.0217	0.0207	0.0412	0.0310	0.0248	0.0306	0.9481	0.9376	0.8890	0.0067	0.0033	1.1872e-02	1.1889e-02	1.2166e-02	-7.7438e-04	-2.2678e-03	7.2317e-03	1.5716e+00	1.1918e-01	4.1609e-03	3.5356e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 21)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	315	330	323.01	0.125	1.552	-0.130	1.027	0.207	0.017	0	6	81	0	8	77	0	0	3	0	0	4	0.0	0.0	0.5	0.0	0.0	0.4	0.0926	0.0614	0.0591	0.0535	0.0774	0.0558	0.0501	0.0544	0.9536	0.9408	0.8972	0	3	33	0	2	35	0	0	1	0	0	1	0.0954	0.0627	0.0597	0.0535	0.0732	0.0556	0.0517	0.0522	0.9535	0.9396	0.8959	0	3	47	0	6	41	0	0	2	0	0	3	0.0897	0.0602	0.0584	0.0535	0.0817	0.0559	0.0486	0.0567	0.9537	0.9421	0.8985	0.0067	0.0033	1.5428e-02	1.7570e-02	1.7114e-02	-3.1381e-03	-2.5221e-03	1.0534e-02	1.5716e+00	1.1918e-01	4.1609e-03	5.1499e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 22)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	330	345	337.96	0.125	1.552	-0.095	0.992	0.224	0.019	0	9	246	0	4	218	0	0	13	0	0	12	0.0	0.0	0.6	0.0	0.0	0.3	0.1684	0.1107	0.1072	0.1058	0.1342	0.0960	0.0900	0.0994	0.9567	0.9556	0.9142	0	4	122	0	2	87	0	0	9	0	0	4	0.1701	0.1118	0.1079	0.1044	0.1328	0.0974	0.0904	0.0979	0.9567	0.9557	0.9143	0	5	121	0	2	127	0	0	4	0	0	8	0.1668	0.1095	0.1065	0.1071	0.1356	0.0946	0.0896	0.1008	0.9567	0.9555	0.9141	0.0067	0.0033	2.3731e-02	2.5247e-02	2.3769e-02	-1.4334e-03	-2.2370e-03	1.4983e-02	1.5716e+00	1.1918e-01	4.1609e-03	7.3251e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(5, 6, 3, 23)	0.268	0.357	0.319	4.326	5.761	4.774	0.400	0.600	0.491	345	360	352.70	0.125	1.552	-0.077	0.974	0.271	0.020	0	12	335	0	14	303	0	0	13	0	0	11	0.0	0.0	0.3	0.0	0.0	0.3	0.1768	0.1111	0.1075	0.1055	0.1573	0.1065	0.0985	0.1051	0.9582	0.9869	0.9457	0	6	162	0	9	138	0	0	5	0	0	6	0.1758	0.1103	0.1061	0.1042	0.1575	0.1065	0.0976	0.1048	0.9584	0.9868	0.9458	0	6	173	0	5	164	0	0	8	0	0	5	0.1777	0.1120	0.1088	0.1068	0.1572	0.1066	0.0993	0.1053	0.9581	0.9869	0.9456	0.0067	0.0033	3.0037e-02	3.1876e-02	2.9501e-02	-1.7740e-04	-9.5085e-04	1.8818e-02	1.5716e+00	1.1918e-01	4.1609e-03	9.2004e-03	2.0854e-01	5.1405e-01	0.0000e+00	0.0000e+00	-8.138623e-01	0.000000e+00	1.7001e-05	4.9654e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 0)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	0	15	7.47	0.183	1.788	-1.081	1.938	3.977	1.136	0	24	0	0	71	0	2	61	0	1	127	0	0.0	24.0	0.0	0.0	31.2	0.0	0.0601	0.0404	0.0394	0.0392	0.1408	0.1092	0.0948	0.1017	0.8641	0.9713	0.8393	0	10	0	0	38	0	0	32	0	0	66	0	0.0589	0.0393	0.0350	0.0394	0.1515	0.1143	0.0984	0.0978	0.8640	0.9709	0.8389	0	14	0	0	33	0	2	29	0	1	61	0	0.0613	0.0416	0.0438	0.0390	0.1304	0.1043	0.0910	0.1059	0.8643	0.9719	0.8400	0.0021	0.0013	1.2917e-02	1.3367e-02	1.9739e-02	-1.5544e-03	6.1907e-04	2.7536e-03	4.0543e+00	8.1377e-01	-7.1346e-03	5.4397e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
(6, 3, 2, 1)	0.357	0.446	0.384	1.912	2.510	2.248	0.250	0.400	0.320	15	30	22.35	0.183	1.788	-1.143	2.000	3.584	1.082	1	15	0	0	61	0	3	75	0	0	98	0	65.4	45.4	0.0	0.0	26.2	0.0	0.0624	0.0412	0.0410	0.0378	0.1397	0.0928	0.0807	0.0940	0.8647	0.9712	0.8398	1	8	0	0	27	0	0	37	0	0	57	0	0.0664	0.0451	0.0393	0.0405	0.1284	0.0919	0.0839	0.0866	0.8651	0.9741	0.8427	0	7	0	0	34	0	3	37	0	0	41	0	0.0583	0.0372	0.0428	0.0351	0.1518	0.0937	0.0774	0.1013	0.8643	0.9684	0.8370	0.0021	0.0013	1.3898e-02	1.2117e-02	1.9242e-02	-1.6356e-03	1.6600e-03	2.5234e-03	4.0543e+00	8.1377e-01	-7.1346e-03	4.9850e-03	-8.2261e-01	4.7024e-01	0.0000e+00	0.0000e+00	-8.758025e-01	0.000000e+00	1.8337e-04	7.3776e+01	0.0000e+00	0.000000e+00
