# phi(deg) q2(GeV2) xb t(GeV2) Eb(GeV) A sigA
255.596978 1.717049 0.222649 -0.598544 6.535 -0.122356 0.069163
273.260443 1.723526 0.221400 -0.588191 6.535 -0.191259 0.061302
291.752450 1.728185 0.223946 -0.591376 6.535 -0.201928 0.046402
308.020272 1.703079 0.217705 -0.598996 6.535 -0.216844 0.038928
321.684899 1.673882 0.225417 -0.604616 6.535 -0.145566 0.154797
336.380692 1.592345 0.248681 -0.588322 6.535 -0.164943 0.071352
350.906485 1.570380 0.257716 -0.549226 6.535 -0.022416 0.827070
25.621098 1.578502 0.241928 -0.864455 6.535 -0.014104 0.181523
37.538503 1.681434 0.226331 -0.861178 6.535 0.157952 0.048928
52.016468 1.727280 0.226644 -0.860225 6.535 0.164865 0.050009
68.633288 1.725348 0.227110 -0.860658 6.535 0.185451 0.054196
86.881236 1.714699 0.225904 -0.857407 6.535 0.233651 0.082830
104.382101 1.721705 0.221464 -0.861792 6.535 0.090708 0.068940
122.210615 1.673295 0.227713 -0.866675 6.535 0.127096 0.082350
144.185562 1.684546 0.231140 -0.867567 6.535 -0.028280 0.082685
167.343473 1.709769 0.233679 -0.869229 6.535 0.013803 0.084782
193.128233 1.690969 0.226656 -0.873794 6.535 -0.070542 0.073714
216.042714 1.680508 0.227982 -0.858576 6.535 -0.087575 0.071321
236.702408 1.684942 0.222926 -0.852290 6.535 -0.047396 0.102027
255.804483 1.710708 0.228523 -0.846461 6.535 -0.129471 0.084795
273.504089 1.712065 0.225565 -0.857096 6.535 -0.093642 0.064132
292.634855 1.702268 0.224993 -0.865659 6.535 -0.146283 0.053419
308.178160 1.712384 0.223047 -0.867614 6.535 -0.137457 0.041917
322.315983 1.684602 0.226308 -0.872359 6.535 -0.176882 0.154811
334.610860 1.574001 0.238309 -0.891620 6.535 -0.067367 0.099933
353.292857 1.601056 0.215539 -0.823929 6.535 0.503195 1.043379
7.872075 1.667338 0.221144 -1.890777 6.535 -0.012141 0.063855
23.133602 1.649155 0.228463 -1.575468 6.535 0.008975 0.044116
36.517175 1.717989 0.223483 -1.478122 6.535 0.035228 0.040892
51.509876 1.729471 0.225621 -1.498916 6.535 0.042841 0.052932
68.790423 1.713736 0.227211 -1.473281 6.535 0.087802 0.073893
86.199930 1.701065 0.225851 -1.525770 6.535 -0.180946 0.200853
104.820157 1.646031 0.231440 -1.627649 6.535 0.273774 0.259978
122.411175 1.651167 0.236029 -1.502509 6.535 -0.016864 0.121214
143.028674 1.664564 0.233337 -1.511444 6.535 0.035601 0.083875
167.346888 1.696378 0.229979 -1.515457 6.535 0.035626 0.112628
192.422694 1.696016 0.228108 -1.458032 6.535 0.138757 0.178234
216.526375 1.688855 0.232969 -1.479280 6.535 -0.065514 0.103947
236.751741 1.606996 0.237994 -1.618235 6.535 -0.077762 0.148334
255.404212 1.651928 0.236364 -1.623029 6.535 -0.302175 0.266586
273.107131 1.702902 0.233207 -1.632958 6.535 -0.265506 0.214001
291.659955 1.700631 0.226029 -1.492580 6.535 -0.025821 0.064509
308.175719 1.720668 0.227965 -1.413151 6.535 -0.043426 0.053713
322.802588 1.733751 0.229743 -1.425370 6.535 -0.012631 0.042475
